,Training Steps,Mean Reward,Time elapsed
494,4055040,tensor(4.3750),19731.775824069977
495,4063232,tensor(5.),19771.857345104218
496,4071424,tensor(5.),19814.201792240143
497,4079616,tensor(5.6250),19855.183739185333
498,4087808,tensor(4.6875),19897.369207382202
499,4096000,tensor(5.3125),19936.127336263657
500,4104192,tensor(5.3125),19973.52179312706
501,4112384,tensor(5.3125),20015.226012706757
502,4120576,tensor(2.8125),20053.322482585907
503,4128768,tensor(6.2500),20091.96933555603
504,4136960,tensor(4.0625),20131.54345345497
505,4145152,tensor(5.9375),20170.005557775497
506,4153344,tensor(2.8125),20208.01201915741
507,4161536,tensor(3.7500),20247.590602874756
508,4169728,tensor(3.1250),20285.660843133926
509,4177920,tensor(4.3750),20326.788840293884
510,4186112,tensor(7.8125),20369.206393241882
511,4194304,tensor(3.7500),20407.527357816696
512,4202496,tensor(5.),20447.186912298203
513,4210688,tensor(3.7500),20489.319087266922
514,4218880,tensor(5.9375),20527.755581378937
515,4227072,tensor(3.7500),20568.8652715683
516,4235264,tensor(6.8750),20615.50990486145
517,4243456,tensor(2.5000),20655.786205291748
518,4251648,tensor(3.1250),20697.283192873
519,4259840,tensor(6.8750),20740.275959014893
520,4268032,tensor(4.0625),20781.345270872116
521,4276224,tensor(5.3125),20820.62374806404
522,4284416,tensor(4.0625),20862.36160349846
523,4292608,tensor(4.3750),20901.585403442383
524,4300800,tensor(4.0625),20940.34116077423
525,4308992,tensor(4.3750),20982.5423514843
526,4317184,tensor(5.3125),21021.769300699234
527,4325376,tensor(5.6250),21062.166637420654
528,4333568,tensor(4.0625),21101.047318935394
529,4341760,tensor(3.7500),21140.557251930237
530,4349952,tensor(5.3125),21180.818009138107
531,4358144,tensor(5.3125),21218.91948723793
532,4366336,tensor(3.1250),21258.764662742615
533,4374528,tensor(6.2500),21297.374723911285
534,4382720,tensor(5.3125),21336.681882858276
535,4390912,tensor(4.6875),21374.836329460144
536,4399104,tensor(3.7500),21413.109843730927
537,4407296,tensor(4.6875),21452.777735710144
538,4415488,tensor(4.0625),21501.045536518097
539,4423680,tensor(3.4375),21539.26418375969
540,4431872,tensor(4.3750),21580.426079034805
541,4440064,tensor(5.6250),21622.813596010208
542,4448256,tensor(5.6250),21662.778050661087
543,4456448,tensor(3.1250),21700.411752700806
544,4464640,tensor(4.3750),21739.847467660904
545,4472832,tensor(6.5625),21780.851598978043
546,4481024,tensor(6.2500),21820.516411542892
547,4489216,tensor(5.3125),21865.57041501999
548,4497408,tensor(3.4375),21908.812653779984
549,4505600,tensor(5.),21951.174016475677
550,4513792,tensor(2.5000),21991.274351119995
551,4521984,tensor(5.6250),22031.374589920044
552,4530176,tensor(4.3750),22069.311712503433
553,4538368,tensor(4.0625),22111.309804201126
554,4546560,tensor(5.),22152.933027744293
555,4554752,tensor(5.6250),22196.478625774384
556,4562944,tensor(3.4375),22237.85335636139
557,4571136,tensor(4.3750),22285.02440905571
558,4579328,tensor(6.2500),22327.09096622467
559,4587520,tensor(4.6875),22366.12911629677
560,4595712,tensor(4.6875),22411.678015708923
561,4603904,tensor(3.7500),22452.363874673843
562,4612096,tensor(3.4375),22491.15164899826
563,4620288,tensor(4.6875),22530.300226688385
564,4628480,tensor(5.),22569.02417755127
565,4636672,tensor(5.6250),22610.464911222458
566,4644864,tensor(3.7500),22649.923620224
567,4653056,tensor(5.6250),22690.23428440094
568,4661248,tensor(4.0625),22730.927273273468
569,4669440,tensor(5.),22769.443704128265
570,4677632,tensor(4.0625),22816.347542762756
571,4685824,tensor(5.3125),22857.907206773758
572,4694016,tensor(4.0625),22900.11243081093
573,4702208,tensor(5.),22939.062247514725
574,4710400,tensor(4.6875),22979.84656214714
575,4718592,tensor(5.3125),23025.219878196716
576,4726784,tensor(5.6250),23066.408512830734
577,4734976,tensor(3.4375),23108.74581551552
578,4743168,tensor(4.0625),23150.219712257385
579,4751360,tensor(4.6875),23190.059342861176
580,4759552,tensor(4.6875),23231.192091941833
581,4767744,tensor(4.0625),23273.867403268814
582,4775936,tensor(5.3125),23319.632119894028
583,4784128,tensor(5.9375),23358.73373556137
584,4792320,tensor(5.),23398.869563102722
585,4800512,tensor(4.6875),23439.166862249374
586,4808704,tensor(3.7500),23482.62689089775
587,4816896,tensor(5.),23523.623119592667
588,4825088,tensor(6.5625),23564.40689945221
589,4833280,tensor(4.6875),23604.53959298134
590,4841472,tensor(5.),23644.10128927231
591,4849664,tensor(4.0625),23689.399062395096
592,4857856,tensor(4.0625),23737.122646331787
593,4866048,tensor(4.0625),23776.69009232521
594,4874240,tensor(5.),23821.81561279297
595,4882432,tensor(5.9375),23863.935979366302
596,4890624,tensor(5.),23905.137667655945
597,4898816,tensor(5.),23945.474888801575
598,4907008,tensor(4.3750),23984.976424455643
599,4915200,tensor(4.3750),24028.577126979828
600,4923392,tensor(5.),24071.277727365494
601,4931584,tensor(6.2500),24109.08645939827
602,4939776,tensor(5.3125),24148.38242340088
603,4947968,tensor(3.4375),24186.09774160385
604,4956160,tensor(3.4375),24224.993225574493
605,4964352,tensor(5.6250),24266.958343744278
606,4972544,tensor(4.3750),24306.2954723835
607,4980736,tensor(4.0625),24345.35702562332
608,4988928,tensor(5.9375),24386.714922189713
609,4997120,tensor(3.1250),24426.328219890594
610,5005312,tensor(2.1875),24468.198364257812
611,5013504,tensor(4.6875),24509.65694618225
612,5021696,tensor(5.6250),24548.85076737404
